PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallZAmb4
143,2025-09-21,13:28:41.40,3,5,"Bashore, Peter",10273746,Right,STJ_HAW,"Gale, Joe",10139876,Right,STJ_HAW,Undefined,6,Top,0,1,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,77.38416,0.482228,0.670075,2461.970004,59.976685,8:00,5.69123,1.8105,5.76281,-56.17031,-8.34052,-17.50296,1.45924,0.97561,70.00374,-9.817667,-2.473759,0.497761,,,,,,,,,,,,9.12898,-3.87559,-1.85534,50,5.69752,-0.64799,-112.25462,-0.88566,11.36864,24.87111,-37.00046,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,6b3016f0-9710-11f0-bee7-7ff1e5e786b6,75.724,,,7.38042,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,17:28:41.40,2025-09-21T13:28:41.4000000-04:00,2025-09-21T17:28:41.4000000Z,,v3,471426,471426,,"Janesko, Jason",806127,Right,STJ_HAW,f62d8236-94eb-4e38-8630-8fc2098bdf46,54.73673,-113.29922,12.43555,5.70208,0.66839,-18.50023,-1.8181,-1.12549,5.68432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.28865,2.339245,0.944128,1.395117,1.61797,1.49403,-0.98429,-1.24879,6.23842,-1.70126,127.28997,14.78905,-4.97063,-0.71348,102.36089,-7.49184,6.4376,24.3421,-13.11124,-1.62341,-1.36816,-0.72283,High,High,High,,,High,High,High,41.902313,49.170981,1609.645628,0.653804,7:30,-0.758602,0.443004,0.477777,-67.239312,49.719632,-13.2165,-0.907457,105.048608,-0.109086,-23.937289,0.109086,-0.405737,0.907457,83.145342,-65.156258,0.405737,-0.405737,-105.048608,65.156258,0.907457,23.937289,-83.145342,-0.907457,0.405737,0.109086,-0.109086
144,2025-09-21,13:29:17.78,3,6,"Bashore, Peter",10273746,Right,STJ_HAW,"Gale, Joe",10139876,Right,STJ_HAW,Undefined,6,Top,0,2,2,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,82.98302,-0.065093,-2.335937,1898.493678,264.60011,2:45,5.67888,1.63399,6.47007,-36.83089,2.93036,17.56481,2.54982,0.95124,75.95494,-6.942924,0.852787,0.453838,,,,,,,,,,,,-9.94776,1.8902,-1.477,50,5.65792,4.29939,-120.63079,-1.22141,-14.59833,24.36161,-29.40017,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,80e0c350-9710-11f0-bee7-7ff1e5e786b6,83.05256,,,7.02808,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,17:29:17.78,2025-09-21T13:29:17.7898496-04:00,2025-09-21T17:29:17.7898496Z,,v3,471426,471426,,"Janesko, Jason",806127,Right,STJ_HAW,825adec9-ff23-4893-b63b-0a9542145005,54.03108,-121.44215,12.1808,5.6823,-0.24225,-14.70009,-1.62829,4.78558,-7.29916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,244.723684,25.337393,1715.865137,0.903803,2:15,-0.442393,-0.817758,-0.368184,-2.55052,-35.113647,25.372351,0.825425,100.863545,-0.106394,33.669027,0.106394,-0.554395,-0.825425,82.655316,55.631638,0.554395,0.554395,-100.863545,-55.631638,0.825425,-33.669027,-82.655316,-0.825425,-0.554395,0.106394,-0.106394
145,2025-09-21,13:29:44.19,3,7,"Bashore, Peter",10273746,Right,STJ_HAW,"Gale, Joe",10139876,Right,STJ_HAW,Undefined,6,Top,0,2,2,Curveball,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,77.83131,0.815138,-0.19817,2430.384994,62.382565,8:00,5.70869,1.52944,5.76124,-53.88227,-6.95642,-16.40316,1.97726,-0.02194,70.84175,-9.060371,-3.141412,0.493035,,,,,,,,,,,,8.39894,-3.48189,-1.50252,50,5.74303,0.99098,-113.00431,-0.1192,10.68016,23.78477,-36.60166,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,90c4e8a0-9710-11f0-bee7-7ff1e5e786b6,76.44988,,,6.98956,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,17:29:44.19,2025-09-21T13:29:44.1948160-04:00,2025-09-21T17:29:44.1948160Z,,v3,471426,471426,,"Janesko, Jason",806127,Right,STJ_HAW,93caec07-b17c-48f5-b565-0017037645c8,54.7404,-113.99769,11.89239,5.71609,1.40947,-18.30083,-1.5346,0.54492,5.34008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,39.693145,53.914718,1431.469503,0.588989,7:15,-0.801136,0.387632,0.455986,-38.654872,42.743759,0.674429,-0.894576,101.268032,-0.087327,-25.995535,0.087327,-0.438301,0.894576,84.424553,-63.454015,0.438301,-0.438301,-101.268032,63.454015,0.894576,25.995535,-84.424553,-0.894576,0.438301,0.087327,-0.087327
146,2025-09-21,13:30:07.43,3,8,"Bashore, Peter",10273746,Right,STJ_HAW,"Gale, Joe",10139876,Right,STJ_HAW,Undefined,6,Top,0,2,2,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.80281,-0.562979,0.682929,2701.352069,78.559778,8:30,5.65177,1.34453,5.62768,-43.3851,-0.37205,-8.19079,1.51098,1.29923,74.65441,-8.481857,-0.783238,0.472032,,,,,,,,,,,,4.34335,0.35654,-1.39733,50,5.5759,-1.07899,-117.43293,-2.62393,6.08545,21.54261,-31.67449,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,9e6cb280-9710-11f0-bee7-7ff1e5e786b6,79.85142,,,6.1484,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,17:30:07.43,2025-09-21T13:30:07.4342912-04:00,2025-09-21T17:30:07.4342912Z,,v3,471426,471426,,"Janesko, Jason",806127,Right,STJ_HAW,689e17c8-509f-4ed6-bb9d-bd9e72994182,54.87252,-118.3234,10.77131,5.6573,-1.31466,-15.83725,-1.34753,-1.33054,3.04272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,109.434019,86.19684,179.177816,0.066329,9:45,-0.99803,0.052743,-0.033967,55.603322,68.210264,59.050545,-0.129832,171.770648,-0.981326,-8.159221,0.981326,-0.141924,0.129832,7.536626,-7.4599,0.141924,-0.141924,-171.770648,7.4599,0.129832,8.159221,-7.536626,-0.129832,0.141924,0.981326,-0.981326
147,2025-09-21,13:30:32.46,3,9,"Bashore, Peter",10273746,Right,STJ_HAW,"Gale, Joe",10139876,Right,STJ_HAW,Undefined,6,Top,0,3,2,FourSeamFastBall,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.08934,-1.332749,-1.571467,2271.540881,223.99391,1:30,5.77706,1.71025,6.14334,-19.95269,15.15146,13.47824,2.88207,1.38089,80.90375,-5.124892,0.85928,0.426433,76.22261,52.350097,-90.347934,4358.684431,,,,,59.00782,,,-7.44178,8.58579,-1.59735,50,5.66521,2.99603,-129.33867,-3.59469,-12.50361,29.02428,-17.74827,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,ad5f24d0-9710-11f0-bee7-7ff1e5e786b6,88.39012,62.87081,,8.18559,,,,0.85268,2.83122,-1.38948,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,17:30:32.46,2025-09-21T13:30:32.4642304-04:00,2025-09-21T17:30:32.4642304Z,,v3,471426,471426,,"Janesko, Jason",806127,Right,STJ_HAW,77f84301-29ab-4540-ab4e-342ccaa548ad,54.35455,-130.31219,14.51214,5.7758,-2.99938,-8.87413,-1.70488,3.41542,-6.2518,,0.85268,-0.41468,-2.66126,0.61181,-0.12885,0.03016,-0.00705,0.00143,-0.00018,2.83122,88.51298,-29.15575,4.22817,-0.97584,0.22158,-0.05216,0.01066,-0.00132,-1.38948,-68.28581,8.66529,-2.0885,0.45251,-0.10564,0.02458,-0.00503,0.00063,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,,229.329545,34.277078,1877.028014,0.826324,1:45,-0.563028,-0.639672,-0.523278,-60.088374,-41.187134,-71.339507,-0.216318,178.553578,-0.976012,-1.412168,0.976012,-0.024644,0.216318,12.496726,-12.492869,0.024644,-0.024644,-178.553578,12.492869,0.216318,1.412168,-12.496726,-0.216318,0.024644,0.976012,-0.976012
148,2025-09-21,13:30:59.90,3,10,"Bashore, Peter",10273746,Right,STJ_HAW,"Gale, Joe",10139876,Right,STJ_HAW,Undefined,6,Top,0,3,2,ChangeUp,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,82.73332,-1.414124,0.18813,2608.610001,110.876436,9:45,5.75835,1.63535,5.42169,-38.40947,3.46988,-5.37055,1.2327,1.36402,75.50691,-8.438198,-0.769465,0.46577,,,,,,,,,,,,2.78268,2.55536,-1.6481,50,5.60609,-0.17509,-120.01226,-4.30165,4.0196,25.29984,-28.48284,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,bdb5bb00-9710-11f0-bee7-7ff1e5e786b6,80.92504,,,7.22641,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,17:30:59.90,2025-09-21T13:30:59.9002112-04:00,2025-09-21T17:30:59.9002112Z,,v3,471426,471426,,"Janesko, Jason",806127,Right,STJ_HAW,da5b5910-2df2-4248-9916-e9bfef4c5f2b,55.0772,-121.07785,12.64992,5.762,-3.10199,-14.24142,-1.63717,-0.34439,2.0098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,202.000969,80.232372,442.557761,0.169653,12:45,-0.983114,-0.087857,-0.160527,65.052167,34.640211,78.950961,-0.138746,172.191248,-0.981145,-7.732762,0.981145,-0.134553,0.138746,8.048958,-7.975286,0.134553,-0.134553,-172.191248,7.975286,0.138746,7.732762,-8.048958,-0.138746,0.134553,0.981145,-0.981145
149,2025-09-21,13:35:01.06,1,1,"Franks, Logan",10136324,Left,STJ_HAW,"Cross, Eric",10121586,Left,STJ_HAW,Undefined,6,Bottom,0,0,0,FourSeamFastBall,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.92689,-1.472965,3.014112,2002.009087,163.661255,11:30,5.77447,-1.39426,5.54568,-17.04725,20.73997,-5.7013,2.97514,0.94999,78.88134,-4.720783,1.999731,0.442429,,,,,,,,,,,,3.75626,11.2726,1.13685,50,5.63576,-6.38016,-125.90778,-3.73311,5.99309,27.01681,-14.18877,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,4d68aff0-9711-11f0-bee7-7ff1e5e786b6,85.19424,,,8.04555,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,17:35:01.06,2025-09-21T13:35:01.0628096-04:00,2025-09-21T17:35:01.0628096Z,,v3,471426,471426,,"Primrose, Blake",827699,Right,STJ_HAW,e7ba3a72-6fbf-4dc0-911f-76e1fd477e30,54.95008,-126.96551,13.5084,5.77104,-3.17761,-7.09439,1.39124,-6.61479,2.99655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,154.809328,-8.502024,1980.008293,0.989011,11:15,0.183844,0.424616,-0.886512,31.260961,2.356554,-45.345452,0.095891,172.141613,-0.986044,7.821947,0.986044,-0.136095,-0.095891,5.554418,5.502578,0.136095,0.136095,-172.141613,-5.502578,0.095891,-7.821947,-5.554418,-0.095891,-0.136095,0.986044,-0.986044
150,2025-09-21,13:35:18.10,1,2,"Franks, Logan",10136324,Left,STJ_HAW,"Cross, Eric",10121586,Left,STJ_HAW,Undefined,6,Bottom,0,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.98123,2.317754,1.566794,1973.341633,278.281027,3:15,5.68159,-1.3773,5.49309,-49.52085,0.27008,9.9689,3.72497,0.91945,68.85693,-6.776738,3.340851,0.507863,,,,,,,,,,,,-4.49197,-0.0315,1.23339,50,5.85157,-3.39851,-110.07346,2.84773,-5.44044,21.87735,-32.21218,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,579e0f60-9711-11f0-bee7-7ff1e5e786b6,74.21774,,,7.1243,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,17:35:18.10,2025-09-21T13:35:18.1095936-04:00,2025-09-21T17:35:18.1095936Z,,v3,471426,471426,,"Primrose, Blake",827699,Right,STJ_HAW,18fb5b69-7cbb-43e4-8432-e06655de8efc,55.00372,-111.06351,10.93868,5.68971,4.30548,-16.10609,1.38161,-3.15231,-2.72022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,238.197286,-82.883794,244.461816,0.123882,2:00,0.988643,-0.145327,-0.038268,-76.459633,-39.781487,17.432947,0.486131,130.271298,-0.564887,41.818127,0.564887,-0.666768,-0.486131,40.714667,29.086586,0.666768,0.666768,-130.271298,-29.086586,0.486131,-41.818127,-40.714667,-0.486131,-0.666768,0.564887,-0.564887
151,2025-09-21,13:35:34.79,1,3,"Franks, Logan",10136324,Left,STJ_HAW,"Cross, Eric",10121586,Left,STJ_HAW,Undefined,6,Bottom,0,1,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.76414,-0.043106,2.18532,1878.670296,247.404615,2:15,5.67307,-1.23241,5.49987,-44.11136,4.64225,7.05764,1.95678,1.40069,69.80402,-8.139991,3.442458,0.502545,,,,,,,,,,,,-2.84284,2.90673,1.03661,50,5.64009,-4.5206,-111.22943,-1.50636,-3.51527,22.36811,-28.57978,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,619a0f50-9711-11f0-bee7-7ff1e5e786b6,75.00316,,,6.96012,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,17:35:34.79,2025-09-21T13:35:34.7999744-04:00,2025-09-21T17:35:34.7999744Z,,v3,471426,471426,,"Primrose, Blake",827699,Right,STJ_HAW,6f400d88-9990-44dd-b035-b958c974f120,54.99564,-112.22955,11.18406,5.67887,-0.22851,-14.28989,1.23522,-4.36343,-1.75763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,185.492702,-78.971701,359.377991,0.191294,12:15,0.988093,-0.017572,-0.152849,-79.648087,-29.024666,31.8834,0.430989,133.780953,-0.624344,40.654262,0.624344,-0.651493,-0.430989,34.617624,25.530364,0.651493,0.651493,-133.780953,-25.530364,0.430989,-40.654262,-34.617624,-0.430989,-0.651493,0.624344,-0.624344
152,2025-09-21,13:35:50.13,1,4,"Franks, Logan",10136324,Left,STJ_HAW,"Cross, Eric",10121586,Left,STJ_HAW,Undefined,6,Bottom,0,2,1,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.55742,-0.579993,0.779777,2052.744198,167.245995,11:30,5.80735,-1.24751,5.57381,-11.62461,25.6623,-5.51048,4.29683,-0.97833,78.94374,-2.88184,-0.203059,0.439491,,,,,,,,,,,,3.00059,13.47083,1.18394,50,5.75005,-1.4814,-126.94155,-1.52767,4.84037,28.74961,-10.44384,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,6ab217e0-9711-11f0-bee7-7ff1e5e786b6,85.76393,,,8.61368,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,17:35:50.13,2025-09-21T13:35:50.1366784-04:00,2025-09-21T17:35:50.1366784Z,,v3,471426,471426,,"Primrose, Blake",827699,Right,STJ_HAW,be3602a9-80cd-49c1-8cd9-ab67a672f91f,54.92043,-128.05108,14.3748,5.80122,-1.12461,-5.22192,1.24472,-1.66821,2.42019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,160.051734,-8.836019,2028.382253,0.988132,11:15,0.162814,0.33866,-0.926715,25.208448,13.284906,-49.478211,-0.088307,176.201745,-0.993905,-3.783395,0.993905,-0.065985,0.088307,5.077304,-5.06621,0.065985,-0.065985,-176.201745,5.06621,0.088307,3.783395,-5.077304,-0.088307,0.065985,0.993905,-0.993905
153,2025-09-21,13:36:08.53,1,5,"Franks, Logan",10136324,Left,STJ_HAW,"Cross, Eric",10121586,Left,STJ_HAW,Undefined,6,Bottom,0,3,1,FourSeamFastBall,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,87.21636,-3.755353,3.021508,2081.833476,165.655026,11:30,5.7676,-1.0959,5.62998,-12.71162,24.90938,-6.02626,1.19445,1.22375,79.05647,-6.228168,1.947777,0.441455,,,,,,,,,,,,3.93965,14.10162,0.84233,50,5.43914,-6.39169,-126.08732,-8.58216,6.29164,27.54469,-9.65364,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,75a06710-9711-11f0-bee7-7ff1e5e786b6,85.38228,,,8.15989,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,17:36:08.53,2025-09-21T13:36:08.5377024-04:00,2025-09-21T17:36:08.5377024Z,,v3,471426,471426,,"Primrose, Blake",827699,Right,STJ_HAW,0fc11f58-d994-4081-b84a-039d939ee757,54.86531,-127.14574,13.77235,5.76178,-8.21121,-4.82682,1.09258,-6.63345,3.14582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,160.53226,-6.708705,2067.578977,0.993153,11:15,0.144117,0.337935,-0.93007,31.910023,-1.227791,-44.197812,0.199284,171.077864,-0.968083,8.741757,0.968083,-0.151981,-0.199284,11.632101,11.495122,0.151981,0.151981,-171.077864,-11.495122,0.199284,-8.741757,-11.632101,-0.199284,-0.151981,0.968083,-0.968083
154,2025-09-21,13:36:39.38,2,1,"Franks, Logan",10136324,Left,STJ_HAW,"Applegate, Carson",1000069466,Right,STJ_HAW,Undefined,6,Bottom,0,0,0,FourSeamFastBall,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,87.20313,-0.96808,1.578771,1932.911075,171.103638,11:45,5.79364,-0.99775,5.59563,-16.22056,21.23076,-3.12177,3.53765,0.2165,78.99501,-4.077743,1.021954,0.440458,,,,,,,,,,,,2.04055,11.37796,0.86441,50,5.70032,-3.34716,-126.43438,-2.58656,3.27782,27.61819,-13.89716,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,88056ae0-9711-11f0-bee7-7ff1e5e786b6,85.57548,,,8.20812,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,17:36:39.38,2025-09-21T13:36:39.3838592-04:00,2025-09-21T17:36:39.3838592Z,,v3,471426,471426,,"Primrose, Blake",827699,Right,STJ_HAW,6a063205-dccf-430a-97a5-3f024a885f66,54.89922,-127.50007,13.80909,5.78978,-2.05031,-6.94858,0.996,-3.47364,1.63891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,162.148509,-10.644126,1899.652225,0.982793,11:30,0.205297,0.304354,-0.930173,31.726364,-5.469509,-36.492097,0.174579,173.944788,-0.97915,5.961884,0.97915,-0.103867,-0.174579,10.10939,10.05414,0.103867,0.103867,-173.944788,-10.05414,0.174579,-5.961884,-10.10939,-0.174579,-0.103867,0.97915,-0.97915
155,2025-09-21,13:36:57.85,2,2,"Franks, Logan",10136324,Left,STJ_HAW,"Applegate, Carson",1000069466,Right,STJ_HAW,Undefined,6,Bottom,0,0,1,FourSeamFastBall,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.84825,-0.617297,1.16036,2037.052518,164.221073,11:30,5.76685,-0.74706,5.53334,-14.73863,22.39111,-5.95382,3.96148,-0.15843,79.19168,-3.470692,0.099326,0.438563,65.72525,74.370438,-159.145857,4650.297619,,,,,6.99476,,,3.37536,11.88615,0.65043,50,5.70402,-2.31876,-127.36124,-1.77133,5.47276,29.30066,-12.90199,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,9321f600-9711-11f0-bee7-7ff1e5e786b6,85.94525,28.37353,,8.65658,,,,1.03171,3.89105,0.15094,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,17:36:57.85,2025-09-21T13:36:57.8575360-04:00,2025-09-21T17:36:57.8575360Z,,v3,471426,471426,,"Primrose, Blake",827699,Right,STJ_HAW,d97b5542-2707-4f78-a4fc-db0fa6d6ca3e,54.96292,-128.49793,14.65033,5.76303,-1.27081,-6.45099,0.7445,-2.53107,2.73638,1.014067,1.03538,-24.4386,-4.09385,,,,,,,3.89767,92.53078,-30.69914,,,,,,,0.152,-9.29427,-1.01205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,160.71227,-7.255721,2020.740501,0.991992,11:15,0.141696,0.329009,-0.933636,21.544893,-4.68712,-42.525326,0.02337,168.845159,-0.98084,11.151755,0.98084,-0.193408,-0.02337,1.364924,1.339147,0.193408,0.193408,-168.845159,-1.339147,0.02337,-11.151755,-1.364924,-0.02337,-0.193408,0.98084,-0.98084
